"id","namn","nyval_tillatet","adresser.adressid","adresser.adressrad","adresser.postnummer","adresser.postort","adresser.koordinater.latitud","adresser.koordinater.longitud","adresser.koordinater.north","adresser.koordinater.east","datum"
10073242,"Nordisk kompetens AB",FALSE,336035,Tynäsgatan 10,65216,Karlstad,59.37652,13.508962,6582928,415278,"2023-11-29"
10073243,"Nordisk kompetens AB",FALSE,335116,Campingvägen 3,98135,Kiruna,67.86173,20.235067,7536764,719937,"2023-11-29"
10073244,"Nordisk kompetens AB",FALSE,335117,Kyrkgatan 41,96135,Boden,65.82452,21.688704,7316628,805200,"2023-11-29"
10073244,"Nordisk kompetens AB",FALSE,335118,Storgatan 7E,97238,Luleå,65.58345,22.14293,7292183,828909,"2023-11-29"
10073246,"Nordisk kompetens AB",FALSE,335120,Lundatorpsvägen 5,60213,Norrköping,58.596783,16.149996,6495728,566839,"2023-11-29"
10073247,"Nordisk kompetens AB",FALSE,335121,Prästgårdsgatan 27,94132,Piteå,65.316666,21.48261,7259275,801654,"2023-11-29"
10073248,"Nordisk kompetens AB",FALSE,337074,Sjöängsvägen 17,19272,Sollentuna,59.460373,17.922895,6594957,665645,"2023-11-29"
10073252,"Nordisk kompetens AB",FALSE,335126,Älvtomtagatan 12,70342,Örebro,59.273,15.195863,6570468,511164,"2023-11-29"
10073254,"Arbetslivsresurs Ar AB",FALSE,335163,Alströmersgatan 6A,44131,Alingsås,57.930252,12.540317,6423595,354347,"2023-11-29"
10073255,"Randstad Risesmart AB",FALSE,335192,Kungstorget 8,25278,Helsingborg,56.044464,12.693987,6213427,356359,"2023-11-29"
10073256,"Randstad Risesmart AB",FALSE,335194,Södra Hamngatan 35,41110,Göteborg,57.706295,11.9676285,6400055,319330,"2023-11-29"
10073257,"Randstad Risesmart AB",FALSE,335195,Stora Gatan 38,72212,Västerås,59.609516,16.544596,6608939,587162,"2023-11-29"
10073259,"Randstad Risesmart AB",FALSE,335197,Kungsgatan 78,63221,Eskilstuna,59.379013,16.49663,6583212,585033,"2023-11-29"
10073260,"Randstad Risesmart AB",FALSE,335198,Gamla torget 5,75320,Uppsala,59.858727,17.636724,6638617,647671,"2023-11-29"
10073261,"Randstad Risesmart AB",FALSE,335199,Lovisinsgatan 3,15173,Södertälje,59.19322,17.625126,6564519,649949,"2023-11-29"
10073262,"Randstad Risesmart AB",FALSE,335200,Rättarvägen 3,16968,Solna,59.366085,18.011456,6584688,671137,"2023-11-29"
10073267,"AAA Livek Sjuhärad AB",FALSE,335224,Fagerstagatan 18B,16353,Spånga,59.39076,17.88014,6587104,663559,"2023-11-29"
10073268,"AAA Livek Sjuhärad AB",FALSE,337292,Valthornsvägen 3b,75650,Uppsala,59.81134,17.628714,6633325,647432,"2023-11-29"
10073269,"AAA Livek Sjuhärad AB",FALSE,335229,Petter Heléns gata 2,54130,Skövde,58.38899,13.84215,6472601,432306,"2023-11-29"
10073270,"AAA Livek Sjuhärad AB",FALSE,335231,Norra Kopparslagargatan 9,80311,Gävle,60.67594,17.14609,6728608,617239,"2023-11-29"
10073270,"AAA Livek Sjuhärad AB",FALSE,335232,Västra Vägen 52,80324,Gävle,60.67569,17.11063,6728517,615304,"2023-11-29"
10073271,"AAA Livek Sjuhärad AB",FALSE,335234,Järnvägsgatan 6,82143,Bollnäs,61.349,16.39188,6802455,574450,"2023-11-29"
10073272,"Alma Folkhögskola Uppdrag AB",FALSE,335246,Ronnebygatan 9D,37132,Karlskrona,56.16181,15.591967,6224247,536765,"2023-11-29"
10073272,"Alma Folkhögskola Uppdrag AB",FALSE,335245,Drottninggatan 84,37438,Karlshamn,56.173683,14.859751,6225419,491292,"2023-11-29"
10073272,"Alma Folkhögskola Uppdrag AB",FALSE,335247,Västra Torggatan 7,37230,Ronneby,56.21102,15.276816,6229600,517170,"2023-11-29"
10073273,"ETU Match AB",FALSE,337268,Storgatan 19,77130,Ludvika,60.149544,15.186169,6668080,510337,"2023-11-29"
10073274,"Alma Folkhögskola Uppdrag AB",FALSE,335252,Örngatan 6,41667,Göteborg,57.716343,12.003286,6401078,321503,"2023-11-29"
10073275,"Alma Folkhögskola Uppdrag AB",FALSE,335253,Möllegatan 11,31134,Falkenberg,56.904102,12.487247,6309523,346983,"2023-11-29"
10073275,"Alma Folkhögskola Uppdrag AB",FALSE,336599,Östra Långgatan 40,43241,Varberg,57.105003,12.252627,6332425,333599,"2023-11-29"
10073276,"Inda Utveckling AB",FALSE,335255,Olaigatan 3,70361,Örebro,59.27609,15.21127,6570815,512041,"2023-11-29"
10073276,"Inda Utveckling AB",FALSE,336928,Östra Storgatan 3,69431,Hallsberg,59.067123,15.113937,6547532,506533,"2023-11-29"
10073276,"Inda Utveckling AB",FALSE,335256,Västra Drottninggatan 8,69233,Kumla,59.12926,15.136866,6554453,507834,"2023-11-29"
10073277,"Inda Utveckling AB",FALSE,335259,Järnagatan 6B,15172,Södertälje,59.19413,17.6275,6564625,650080,"2023-11-29"
10073277,"Inda Utveckling AB",FALSE,335258,Segersbyvägen 7,14563,Norsborg,59.235435,17.835001,6569708,661733,"2023-11-29"
10073278,"Inda Utveckling AB",FALSE,335267,Platensgatan 25,58220,Linköping,58.41727,15.617845,6475333,536094,"2023-11-29"
10073279,"Inda Utveckling AB",FALSE,335268,Stora Gatan 4B,73130,Köping,59.51198,15.993381,6597484,556221,"2023-11-29"
10073280,"Inda Utveckling AB",FALSE,335269,Måsholmstorget 3,12748,Skärholmen,59.273327,17.906868,6574101,665647,"2023-11-29"
10073281,"Inda Utveckling AB",FALSE,336323,Hospitalsgatan 11,60227,Norrköping,58.591106,16.18847,6495134,569086,"2023-11-29"
10073283,"Inda Utveckling AB",FALSE,335272,Schillingvägen 6,71230,Hällefors,59.783092,14.522921,6627351,473216,"2023-11-29"
10073284,"Kanviva AB",FALSE,335273,Järntorgsgatan 8,70361,Örebro,59.274925,15.213094,6570685,512145,"2023-11-29"
10073285,"Kanviva AB",FALSE,335274,Parkgatan 4,73435,Hallstahammar,59.61396,16.231901,6609065,569509,"2023-11-29"
10073285,"Kanviva AB",FALSE,335275,Hejargränd 6,72133,Västerås,59.60618,16.482,6608487,583638,"2023-11-29"
10073287,"Yrkescentrum i Sverige AB",FALSE,335288,Telefonvägen 30,12626,Hägersten,59.29798,17.99154,6577058,670347,"2023-11-29"
10073289,"AAA Livek Sjuhärad AB",FALSE,335293,Wachtmeisters väg 3,21373,Malmö,55.587376,13.045481,6161891,376814,"2023-11-29"
10073290,"Merit Utbildning Malmö AB",FALSE,335294,Båtsmanstorget 2,35230,Växjö,56.87762,14.805244,6303780,488130,"2023-11-29"
10073291,"Merit Utbildning Malmö AB",FALSE,335296,Föreningsgatan 26,21152,Malmö,55.59858,13.008283,6163204,374506,"2023-11-29"
10073291,"Merit Utbildning Malmö AB",FALSE,335299,Hantverkaregatan 10,23234,Arlöv,55.638927,13.0775795,6167570,378996,"2023-11-29"
10073291,"Merit Utbildning Malmö AB",FALSE,335295,Adlerfelts väg 4M,21365,Malmö,55.585567,13.043407,6161693,376678,"2023-11-29"
10073292,"Merit Utbildning Malmö AB",FALSE,336612,Säbygatan 16,26133,Landskrona,55.87431,12.831917,6194216,364355,"2023-11-29"
10073292,"Merit Utbildning Malmö AB",FALSE,335408,Berga Allé 3,25452,Helsingborg,56.06779,12.7154,6215978,357778,"2023-11-29"
10073292,"Merit Utbildning Malmö AB",FALSE,336655,Södra Parkvägen 15,26831,Svalöv,55.91816,13.10711,6198590,381703,"2023-11-29"
10073292,"Merit Utbildning Malmö AB",FALSE,335303,Bruksgatan 32,25224,Helsingborg,56.044205,12.696943,6213392,356542,"2023-11-29"
10073292,"Merit Utbildning Malmö AB",FALSE,336528,Fibulavägen 12,26274,Ängelholm,56.289764,12.844037,6240419,366557,"2023-11-29"
10073294,"Work Integration i Stockholm AB",FALSE,335310,Turevägen 2,19147,Sollentuna,59.43616,17.94976,6592329,667287,"2023-11-29"
10073294,"Work Integration i Stockholm AB",FALSE,335309,Nymärsta gränd 6,19530,Märsta,59.62015,17.85539,6612573,661057,"2023-11-29"
10073294,"Work Integration i Stockholm AB",FALSE,335308,Företagsallén 14A,18440,Åkersberga,59.48128,18.265305,6598186,684926,"2023-11-29"
10073295,"Work Integration i Stockholm AB",FALSE,336053,Hälsingegatan 49,11331,Stockholm,59.346897,18.037867,6582621,672735,"2023-11-29"
10073298,"Alma Folkhögskola Uppdrag AB",FALSE,335339,Volgsjövägen 30,91232,Vilhelmina,64.625626,16.65272,7167762,579019,"2023-11-29"
10073299,"Alma Folkhögskola Uppdrag AB",FALSE,335340,Järnvägsgatan 12,92331,Storuman,65.095055,17.110432,7220705,599153,"2023-11-29"
10073302,"AB Jobbredo Sverige",FALSE,335343,Stensätravägen 9,12739,Skärholmen,59.28443,17.92879,6575391,666841,"2023-11-29"
10073302,"AB Jobbredo Sverige",FALSE,335344,Måsholmstorget 3,12748,Skärholmen,59.273327,17.906868,6574101,665647,"2023-11-29"
10073303,"Allgencia AB",FALSE,335359,Vällingby torg 18-24,16265,Vällingby,59.36263,17.8724,6583954,663255,"2023-11-29"
10073306,"Alma Folkhögskola Uppdrag AB",FALSE,335373,Nybruksgatan 1,92131,Lycksele,64.59293,18.674685,7168185,675842,"2023-11-29"
10073307,"Enrival AB",FALSE,335386,Storgatan 17,54130,Skövde,58.38835,13.84509,6472527,432477,"2023-11-29"
10073307,"Enrival AB",FALSE,335391,Kinnegatan 17,53133,Lidköping,58.5023,13.170888,6486086,393409,"2023-11-29"
10073307,"Enrival AB",FALSE,337219,Bryngelsgatan 2,52147,Falköping,58.167465,13.554066,6448267,414935,"2023-11-29"
10073307,"Enrival AB",FALSE,335387,Nygatan 17,54230,Mariestad,58.7107,13.82352,6508437,431845,"2023-11-29"
10073307,"Enrival AB",FALSE,336644,Biskop Turgots gata 4,53231,Skara,58.39084,13.447872,6473272,409262,"2023-11-29"
10073307,"Enrival AB",FALSE,335390,Mariestadsvägen 23,54335,Tibro,58.42988,14.15926,6476879,450902,"2023-11-29"
10073310,"Asuria People Services ( Sweden ) AB",FALSE,337231,Valthornsvägen 3b,75650,Uppsala,59.81134,17.628714,6633325,647432,"2023-11-29"
10073312,"Kanviva AB",FALSE,337221,Timmervägen 13,54164,Skövde,58.426003,13.875891,6476689,434348,"2023-11-29"
10073312,"Kanviva AB",FALSE,335431,Stora Torget 6,54330,Tibro,58.424644,14.161697,6476294,451037,"2023-11-29"
10073312,"Kanviva AB",FALSE,335432,Petter Heléns gata 2,54130,Skövde,58.38899,13.84215,6472601,432306,"2023-11-29"
10073313,"Kanviva AB",FALSE,335433,Datavägen 14A,43632,Askim,57.640045,11.957015,6392712,318367,"2023-11-29"
10073315,"Kanviva AB",FALSE,335439,Östra Torggatan 10B,65224,Karlstad,59.37986,13.50515,6583304,415070,"2023-11-29"
10073315,"Kanviva AB",FALSE,335440,Sveaplan 5,66430,Grums,59.3536,13.111464,6580949,392623,"2023-11-29"
10073316,"Kanviva AB",FALSE,335441,Storgatan 27,64330,Vingåker,59.045826,15.872178,6545481,550041,"2023-11-29"
10073317,"Jalla jobbcenter AB",FALSE,335443,Österängsvägen 2A,55463,Jönköping,57.784492,14.234615,6404975,454488,"2023-11-29"
10073318,"Nordisk kompetens AB",FALSE,335445,Stationsvägen 12,73740,Fagersta,60.00376,15.79311,6652095,544232,"2023-11-29"
10073319,"Nordisk kompetens AB",FALSE,335446,Kungsgatan 56,90326,Umeå,63.82547,20.2647,7088251,758890,"2023-11-29"
10073320,"AHG Omställning AB",FALSE,335447,Lantmätargränd 5,55320,Jönköping,57.78197,14.173957,6404736,450878,"2023-11-29"
10073321,"AHG Omställning AB",FALSE,335448,Drottninggatan 6,82430,Hudiksvall,61.72817,17.10606,6845700,611277,"2023-11-29"
10073322,"AB Ability Coaching",FALSE,335538,Kupolen 53,78170,Borlänge,60.48565,15.41772,6705572,522957,"2023-11-29"
10073323,"Osynliga Jobb Sverige AB",FALSE,335452,Vasagatan 16,11120,Stockholm,59.33032,18.06044,6580835,674103,"2023-11-29"
10073324,"Osynliga Jobb Sverige AB",FALSE,335453,Sankt Persgatan 27,60233,Norrköping,58.587376,16.176502,6494707,568397,"2023-11-29"
10073325,"Osynliga Jobb Sverige AB",FALSE,335454,Kungsportsavenyen 21,41136,Göteborg,57.70016,11.974757,6399353,319724,"2023-11-29"
10073326,"Osynliga Jobb Sverige AB",FALSE,335455,Nordenskiöldsgatan 24,21119,Malmö,55.61186,12.995302,6164705,373731,"2023-11-29"
10073327,"Jobready Stockholm AB",FALSE,335456,Östermalmstorg 1,11442,Stockholm,59.33641,18.079174,6581562,675137,"2023-11-29"
10073328,"Jobready Stockholm AB",FALSE,335457,Sjödalstorget 1,14147,Huddinge,59.235382,17.981285,6570066,670075,"2023-11-29"
10073331,"Hos Bois AB",FALSE,335461,Blockgatan 12,65341,Karlstad,59.39055,13.474381,6584534,413349,"2023-11-29"
10073332,"Hos Bois AB",FALSE,335462,Kriebsensgatan 1,63220,Eskilstuna,59.37275,16.51348,6582537,586006,"2023-11-29"
10073333,"Hos Bois AB",FALSE,335463,Rosenlundsgatan 4,73150,Köping,59.515873,15.975635,6597902,555210,"2023-11-29"
10073334,"Hos Bois AB",FALSE,335464,Måsholmstorget 3,12748,Skärholmen,59.273327,17.906868,6574101,665647,"2023-11-29"
10073335,"Arbetslivsresurs Ar AB",FALSE,335478,Bondegränd 1,59840,Vimmerby,57.669044,15.845211,6392179,550419,"2023-11-29"
10073335,"Arbetslivsresurs Ar AB",FALSE,335477,Norra Oskarsgatan 66,57735,Hultsfred,57.49807,15.837639,6373140,550202,"2023-11-29"
10073346,"Jobfind Sverige AB",FALSE,335694,Vasagatan 20A,72215,Västerås,59.611183,16.5456,6609126,587214,"2023-11-29"
10073347,"Jobfind Sverige AB",FALSE,335510,Hertig Karlsgatan 2,58221,Linköping,58.41789,15.61921,6475403,536173,"2023-11-29"
10073347,"Jobfind Sverige AB",FALSE,336571,Fridtunagatan 24,58212,Linköping,58.404446,15.602277,6473897,535198,"2023-11-29"
10073347,"Jobfind Sverige AB",FALSE,335563,Luxorgatan 1,59139,Motala,58.545925,15.016793,6489492,500977,"2023-11-29"
10073350,"Jobfind Sverige AB",FALSE,335515,Museigatan 2,45150,Uddevalla,58.34877,11.9255,6471652,320078,"2023-11-29"
10073350,"Jobfind Sverige AB",FALSE,335638,Österlånggatan 50,46130,Trollhättan,58.284115,12.287037,6463547,340938,"2023-11-29"
10073351,"Jobfind Sverige AB",FALSE,335516,Nygatan 93,60234,Norrköping,58.585423,16.189203,6494502,569140,"2023-11-29"
10073353,"Jobfind Sverige AB",FALSE,335518,Framtidsvägen 16,35257,Växjö,56.85676,14.824776,6301455,489315,"2023-11-29"
10073365,"Mindful AB",FALSE,335536,ANIARAPLATSEN 4,19147,Sollentuna,59.42686,17.952433,6591301,667484,"2023-11-29"
10073366,"Jobbstep in Sweden AB",FALSE,335543,Birkagatan 36,56133,Huskvarna,57.7867,14.255173,6405207,455713,"2023-11-29"
10073367,"SWEAJOBB EHRAB Matchning",FALSE,336198,Landerydsvägen 3B,31433,Hyltebruk,57.00565,13.239213,6319393,393059,"2023-11-29"
10073367,"SWEAJOBB EHRAB Matchning",FALSE,336609,Repslagaregatan 21,31232,Laholm,56.509182,13.057951,6264442,380485,"2023-11-29"
10073367,"SWEAJOBB EHRAB Matchning",FALSE,335544,Montörgatan 7,30262,Halmstad,56.649426,12.897851,6280338,371112,"2023-11-29"
10073368,"At Work Nordic AB",FALSE,335545,Fosievägen 17,21431,Malmö,55.58209,13.006893,6161372,374365,"2023-11-29"
10073369,"SWEAJOBB EHRAB Matchning",FALSE,335546,Victor Hasselblads gata 16a,42131,Västra Frölunda,57.65436,11.939637,6394352,317402,"2023-11-29"
10073370,"Accepta Vi AB",FALSE,335551,Stationsgatan 37,30250,Halmstad,56.66534,12.863432,6282174,369057,"2023-11-29"
10073371,"Jobfind Sverige AB",FALSE,335552,Forskarvägen 1,70218,Örebro,59.253918,15.239221,6568351,513642,"2023-11-29"
10073374,"June Folkhögskola",FALSE,335559,Västra Storgatan 14,55315,Jönköping,57.783913,14.162867,6404961,450221,"2023-11-29"
10073375,"Umeå Folkhögskola",FALSE,335560,Östra Rådhusgatan 2C,90326,Umeå,63.824234,20.263117,7088107,758824,"2023-11-29"
10073375,"Umeå Folkhögskola",FALSE,335561,Ekonomstråket 11,90730,Umeå,63.81227,20.31472,7086988,761468,"2023-11-29"
10073379,"Man måste Må AB",FALSE,335662,Söderleden 39A,58733,Linköping,58.39239,15.64167,6472576,537512,"2023-11-29"
10073379,"Man måste Må AB",FALSE,335658,Rydsvägen 46B,58431,Linköping,58.40779,15.56644,6474252,533100,"2023-11-29"
10073381,"Kkp Bemanning AB",FALSE,335578,Hyllie Stationstorg 31,21532,Malmö,55.562206,12.975464,6159217,372320,"2023-11-29"
10073382,"Kkp Bemanning AB",FALSE,335577,Brännkyrkagatan 36,11822,Stockholm,59.31953,18.06196,6579638,674244,"2023-11-29"
10073382,"Kkp Bemanning AB",FALSE,335721,Kistagången 12,16455,Kista,59.405262,17.95155,6588895,667541,"2023-11-29"
10073382,"Kkp Bemanning AB",FALSE,335824,Hällbybacken 20,16370,Spånga,59.39096,17.925253,6587238,666119,"2023-11-29"
10073383,"MB Restart AB",FALSE,335579,Hagebygatan 174,60362,Norrköping,58.568222,16.21161,6492611,570477,"2023-11-29"
10073384,"MB Restart AB",FALSE,335580,Tallmätargatan 1,72134,Västerås,59.612972,16.603308,6609402,590466,"2023-11-29"
10073385,"Nordisk kompetens AB",FALSE,335587,Åkermans väg 5,24138,Eslöv,55.84366,13.312077,6189968,394309,"2023-11-29"
10073386,"MB Restart AB",FALSE,335593,Albyvägen 2,14559,Norsborg,59.23786,17.844604,6570001,662269,"2023-11-29"
10073386,"MB Restart AB",FALSE,336045,Handenterminalen 5,13640,Handen,59.167473,18.135607,6562913,679230,"2023-11-29"
10073386,"MB Restart AB",FALSE,335592,Fittja Torg 21,14551,Norsborg,59.248417,17.85983,6571213,663087,"2023-11-29"
10073387,"MB Restart AB",FALSE,335594,Nymärsta torg 6,19530,Märsta,59.62099,17.856428,6612669,661111,"2023-11-29"
10073388,"Vinga Folkhögskola",FALSE,337000,Frihamnen 14,41755,Göteborg,57.71661,11.960295,6401222,318945,"2023-11-29"
10073389,"Jobcom Sweden AB",FALSE,335607,Skäggetorps centrum 3,58642,Linköping,58.426464,15.581191,6476338,533944,"2023-11-29"
10073406,"Octarium AB",FALSE,335623,Västra Långgatan 6,73132,Köping,59.512257,15.992817,6597514,556189,"2023-11-29"
10073408,"Back To Work AB",FALSE,335635,Smedjegatan 34,63220,Eskilstuna,59.370926,16.506252,6582324,585600,"2023-11-29"
10073409,"Back To Work AB",FALSE,335636,Norrbygatan 7,73331,Sala,59.91937,16.608376,6643524,589924,"2023-11-29"
10073409,"Back To Work AB",FALSE,335637,Hantverkargatan 5,72212,Västerås,59.610508,16.545345,6609050,587202,"2023-11-29"
10073410,"Business Performance Europe AB",FALSE,335645,Föreningsgatan 14,41127,Göteborg,57.695286,11.965517,6398836,319149,"2023-11-29"
10073412,"LAVI gruppen AB",FALSE,335660,Engelbrektsvägen 47,17751,Järfälla,59.417713,17.839554,6590004,661127,"2023-11-29"
10073415,"Stift Väddö och Södertörn Folkhögskolor",FALSE,335672,Årstaängsvägen 9,11743,Stockholm,59.311043,18.030043,6578611,672472,"2023-11-29"
10073415,"Stift Väddö och Södertörn Folkhögskolor",FALSE,335733,Kistagången 16,16440,Kista,59.40457,17.950207,6588815,667468,"2023-11-29"
10073417,"Stift Väddö och Södertörn Folkhögskolor",FALSE,335679,Skytteholmsvägen 2,17144,Solna,59.35605,17.999968,6583542,670535,"2023-11-29"
10073417,"Stift Väddö och Södertörn Folkhögskolor",FALSE,335674,Hantverkaregatan 18,76130,Norrtälje,59.75912,18.69935,6630383,707768,"2023-11-29"
10073421,"ETU Match AB",FALSE,335683,Montörgatan 7,30262,Halmstad,56.649426,12.897851,6280338,371112,"2023-11-29"
10073423,"Arena Workforce AB",FALSE,335685,Tvedegårdsvägen 18B,29148,Kristianstad,56.06286,14.15844,6213395,447600,"2023-11-29"
10073424,"Connecto AB",FALSE,335686,Nobelvägen 21,21429,Malmö,55.5864,13.010998,6161844,374638,"2023-11-29"
10073426,"Academicum Utbildning & Bemanning AB",FALSE,335690,Västra Ågatan 12,75309,Uppsala,59.857567,17.637392,6638490,647714,"2023-11-29"
10073427,"Academicum Utbildning & Bemanning AB",FALSE,335692,Skogsmarksgränd 17,90736,Umeå,63.820736,20.314346,7087927,761371,"2023-11-29"
10073428,"Academicum Utbildning & Bemanning AB",FALSE,335693,Pilgatan 6,21212,Malmö,55.606804,13.022924,6164093,375454,"2023-11-29"
10073429,"Alma Folkhögskola Uppdrag AB",FALSE,335696,Gamla Kronvägen 62e,43333,Partille,57.74112,12.111081,6403556,328039,"2023-11-29"
10073430,"Personalsupport Värmland AB",FALSE,335717,Säterivägen 6,65341,Karlstad,59.391315,13.480737,6584611,413712,"2023-11-29"
10073432,"Stadsmissionen",FALSE,335728,Fleminggatan 113,11245,Stockholm,59.335102,18.025692,6581277,672103,"2023-11-29"
10073434,"Nordisk kompetens AB",FALSE,335730,Magnus Ladulåsgatan 3,11863,Stockholm,59.311863,18.059437,6578779,674140,"2023-11-29"
10073436,"Arbetslivsresurs Ar AB",FALSE,335750,Nybogatan 2B,27330,Tomelilla,55.54461,13.95301,6155896,433937,"2023-11-29"
10073436,"Arbetslivsresurs Ar AB",FALSE,335749,Regementsgatan 2,27141,Ystad,55.430748,13.829166,6143350,425910,"2023-11-29"
10073438,"Guldjobbet AB",FALSE,335757,Sveagatan 6,78433,Borlänge,60.486095,15.432198,6705626,523752,"2023-11-29"
10073444,"Arena Matchning AB",FALSE,335779,Södergatan 97,25227,Helsingborg,56.03683,12.70501,6212554,357017,"2023-11-29"
10073445,"MB Restart AB",FALSE,335782,Vällingby torg 18-24,16265,Vällingby,59.36263,17.8724,6583954,663255,"2023-11-29"
10073445,"MB Restart AB",FALSE,336797,Glasfibergatan 6,12545,Älvsjö,59.28124,18.002253,6575223,671040,"2023-11-29"
10073445,"MB Restart AB",FALSE,336155,Fraktflygargatan 16 B,12830,Skarpnäck,59.26635,18.12407,6573885,678055,"2023-11-29"
10073445,"MB Restart AB",FALSE,336156,Edvard Griegsgången 16,16432,Kista,59.40916,17.926777,6589267,666116,"2023-11-29"
10073446,"Arena Workforce AB",FALSE,336039,Göteborgsvägen 11b,45142,Uddevalla,58.346718,11.930788,6471409,320377,"2023-11-29"
10073447,"Arena Workforce AB",FALSE,337200,Skeppsbrogatan 47,39231,Kalmar,56.66395,16.369953,6280818,583967,"2023-11-29"
10073449,"SWEAJOBB EHRAB Matchning",FALSE,335799,Wetterlinsgatan 11G,52134,Falköping,58.173027,13.560593,6448878,415333,"2023-11-29"
10073450,"SWEAJOBB EHRAB Matchning",FALSE,335800,Industrigatan 2,46137,Trollhättan,58.27917,12.309333,6462944,342222,"2023-11-29"
10073451,"Merit Utbildning Malmö AB",FALSE,335801,Slöjdaregatan 5,39353,Kalmar,56.68812,16.337034,6283468,581897,"2023-11-29"
10073453,"Parkens Folkhögskola",FALSE,336309,Majgatan 4,58246,Linköping,58.408485,15.589008,6474340,534418,"2023-11-29"
10073458,"Man måste Må AB",FALSE,335987,Skarpnäcks Torg 3,12833,Skarpnäck,59.26665,18.12757,6573928,678253,"2023-11-29"
10073459,"Jobbstep in Sweden AB",FALSE,335835,Industrivägen 4,44944,Nol,57.91895,12.067149,6423455,326283,"2023-11-29"
10073460,"Jobbstep in Sweden AB",FALSE,335837,Gamla Kronvägen 68D,43333,Partille,57.741314,12.113764,6403571,328200,"2023-11-29"
10073462,"Jobbstep in Sweden AB",FALSE,335840,Repslagaregatan 19,60225,Norrköping,58.589306,16.191904,6494938,569289,"2023-11-29"
10073463,"Jobbstjärnan AB",FALSE,336545,Baltzarsgatan 18,21136,Malmö,55.604473,13.005472,6163865,374347,"2023-11-29"
10073485,"Jobfix Europe AB",FALSE,336313,Textilgatan 12,41502,Göteborg,57.725464,12.006849,6402084,321760,"2023-11-29"
10073487,"Guldjobbet AB",FALSE,335883,Västra Storgatan 3,55315,Jönköping,57.78311,14.164467,6404870,450315,"2023-11-29"
10073489,"Guldjobbet AB",FALSE,335887,Måsholmstorget 3,12748,Skärholmen,59.273327,17.906868,6574101,665647,"2023-11-29"
10073490,"Jobbstep in Sweden AB",FALSE,336547,Montörgatan 7,30262,Halmstad,56.649426,12.897851,6280338,371112,"2023-11-29"
10073490,"Jobbstep in Sweden AB",FALSE,336316,Storgatan 7,31431,Hyltebruk,57.00035,13.241312,6318800,393171,"2023-11-29"
10073491,"Job By Instep AB",FALSE,335889,Fabriksgatan 8,70211,Örebro,59.2714,15.207532,6570292,511829,"2023-11-29"
10073492,"Matchia AB",FALSE,335890,Storgatan 17,35230,Växjö,56.8787,14.804702,6303900,488097,"2023-11-29"
10073493,"Merit Utbildning Malmö AB",FALSE,335891,Fridhemsvägen 8,37238,Ronneby,56.19832,15.291,6228191,518056,"2023-11-29"
10073495,"Mindful AB",FALSE,335900,S:t Olofsgatan 11,75321,Uppsala,59.860504,17.634825,6638811,647557,"2023-11-29"
10073496,"Mindful AB",FALSE,335901,Isafjordsgatan 19,16440,Kista,59.402546,17.950115,6588590,667473,"2023-11-29"
10073499,"Stadsmissionen",FALSE,335938,Hesselmans Torg 14,13154,Nacka,59.305862,18.119919,6578271,677612,"2023-11-29"
10073500,"SWEAJOBB EHRAB Matchning",FALSE,335939,Svalgången 1,72481,Västerås,59.624187,16.502134,6610517,584729,"2023-11-29"
10073503,"Jobbstjärnan AB",FALSE,335943,Bredgatan 11,25225,Helsingborg,56.038193,12.698532,6212719,356619,"2023-11-29"
10073504,"Haga Rekrytering AB",FALSE,335944,Kungsgatan 44,37436,Karlshamn,56.171158,14.863805,6225138,491543,"2023-11-29"
10073505,"Rasendo AB",FALSE,335961,Östgötagatan 6,50437,Borås,57.723392,12.929522,6399799,376685,"2023-11-29"
10073506,"Arena Matchning AB",FALSE,336568,Föreningsgatan 26,21152,Malmö,55.59858,13.008283,6163204,374506,"2023-11-29"
10073506,"Arena Matchning AB",FALSE,337042,Svansjögatan 15,21766,Malmö,55.58136,12.976295,6161346,372435,"2023-11-29"
10073506,"Arena Matchning AB",FALSE,335965,Gustav Adolfs torg 4,21139,Malmö,55.60264,13.001837,6163668,374113,"2023-11-29"
10073524,"Jobblotsen Sverige AB",FALSE,335991,Vasagatan 15,11120,Stockholm,59.333344,18.056503,6581161,673863,"2023-11-29"
10073525,"Arena Workforce AB",FALSE,335993,Rinkeby Allé 5,16374,Spånga,59.385868,17.937538,6586702,666841,"2023-11-29"
10073526,"Arena Workforce AB",FALSE,335994,Prästgårdsvägen 4,15161,Södertälje,59.196613,17.586622,6564810,647735,"2023-11-29"
10073527,"Jobbstep in Sweden AB",FALSE,335998,Arenavägen 1,64541,Strängnäs,59.354313,17.027147,6581260,615254,"2023-11-29"
10073528,"Ideella Fören Medborgarskolan Syd Med Firma Medb",FALSE,335999,Västergatan 17,24131,Eslöv,55.84017,13.299081,6189600,393486,"2023-11-29"
10073529,"ETU Match AB",FALSE,336001,Spannmålsgatan 13,46130,Trollhättan,58.2852,12.290072,6463660,341120,"2023-11-29"
10073530,"SWEAJOBB EHRAB Matchning",FALSE,336003,Agneshögsgatan 24,59171,Motala,58.53657,15.011977,6488451,500697,"2023-11-29"
10073532,"Alma Folkhögskola Uppdrag AB",FALSE,336005,Strandvägen 11,92432,Sorsele,65.537056,17.529484,7270659,616857,"2023-11-29"
